,id,identifier,name,course_type,credit,period,instructor,college,major,note
33840,69843,20181033031,《诗经》研读,专业必修,3.0,54,于亭,哲学学院,国学弘毅班,
33841,69842,20181033032,三礼通论（礼学专题）,专业必修,3.0,54,任慧峰,哲学学院,国学弘毅班,
33842,69841,20181057052,大学物理实验A（一）,公共必修,1.5,0,沈黄晋,公共物理教学,化学类,上课地点：1区物理学院老楼
33843,69840,20181012094,物理化学实验01,专业必修,2.0,0,张勋高,化学与分子科学学院,化学类,
33844,69839,20181039041,医学影像学,专业必修,3.0,36,徐海波,第二临床学院,临床医学(5+3),
33845,69838,20181039044,临床技能学实验2,专业必修,1.0,0,王欣,第二临床学院,临床医学(5+3),
33846,69837,20181039033,临床技能学2,专业必修,2.0,36,蔡林,第二临床学院,临床医学(5+3),
33847,69836,20181039024,临床病理、病理生理学及治疗学2,专业必修,5.0,72,吴小燕,第二临床学院,临床医学(5+3),
33848,69835,20181039021,临床病理、病理生理学及治疗学1,专业必修,5.0,72,万静,第二临床学院,临床医学(5+3),
33849,69834,20181025063,机能学实验（二）,专业必修,1.5,0,汪晖,医学院,临床医学(5+3),
33850,69833,20181025075,基础药理学,专业必修,2.5,36,乐江,医学院,临床医学(5+3),
33851,69832,20181011067,物理实验3,专业必修,2.0,0,张文炳,物理科学与技术学院,物理学,
33852,69831,20181057146,大学物理实验B,专业必修,1.5,0,邹勇,公共物理教学,土木工程（卓越班）,上课地点：2区8教学楼东边2、3楼物理实验室
33853,69830,20181020088,力学实验,专业必修,0.5,0,何勇,土木建筑工程学院,土木工程,
33854,69829,20181056064,概率论与数理统计D,公共必修,2.0,36,陈玉蓉,公共数学教学,土木工程（卓越班）,
33855,69828,20181016085,新能源开发与利用,专业选修,1.0,18,李进平,水利水电学院,水利水电工程,
33856,69827,20181016171,水利水电工程管理,专业必修,3.0,54,肖宜,水利水电学院,水利水电工程,
33857,69826,20181016116,水环境与水生态,专业选修,1.5,27,彭虹,水利水电学院,水利水电工程,
33858,69825,20181016152,移民规划,专业选修,1.0,18,邱元锋,水利水电学院,水利水电工程,
33859,69824,20181059030,物理化学实验B,公共选修,1.0,0,邓立志,公共化学教学,临床医学（八）,
33860,69823,20181012086,有机化学实验01,专业必修,2.0,0,张恒,化学与分子科学学院,化学类,
33861,69822,20181012048,有机化学01,专业必修,3.0,54,陈兴国,化学与分子科学学院,化学类,
33862,69821,20181056059,概率论与数理统计D,专业选修,2.0,36,邓世容,公共数学教学,化学类,
33863,69820,20181064002,工程制图,专业选修,2.0,36,孙宇宁,工程图学中心,测绘工程,
33864,69819,20181033018,人体解剖学,专业必修,3.0,54,廖皓磊,哲学学院,心理学,
33865,69818,20181018069,发电厂工程材料,专业选修,2.0,34,杨兵,动力与机械学院,能源与动力工程（卓越工程师）,
33866,69817,20181018101,电厂化学概论,专业选修,2.0,36,李正奉,动力与机械学院,能源与动力工程（卓越工程师）,曾玉彬、薛金凤
33867,69816,20181012059,量子力学基础,专业选修,2.5,45,王宝山,化学与分子科学学院,能源与动力工程（卓越工程师）,
33868,69815,20181020077,弹性力学及有限元,专业选修,3.5,64,刘小明,土木建筑工程学院,土木工程,64学时
33869,69814,20181057098,大学物理实验B,公共必修,1.5,0,王平,公共物理教学,电气工程及其自动化,上课地点：2区8教学楼东边2、3楼物理实验室
33870,69813,20181017001,信号与系统,专业必修,2.5,45,刘开培,电气与自动化学院,电气工程及其自动化,冉晓洪
33871,69812,20181006059,刑事实例研习（一）,专业选修,3.0,54,何荣功,法学院,法学,"实务班 李少波
实务班"
33872,69811,20181005133,绩效考核与薪酬管理,专业必修,2.0,36,余泽忠,经济与管理学院,人力资源管理,
33873,69810,20181005134,跨文化人力资源管理,专业选修,2.0,36,吴欢伟,经济与管理学院,人力资源管理,
33874,69809,20181005132,管理沟通,专业必修,2.0,36,李锡元,经济与管理学院,人力资源管理,
33875,69808,20181005125,社会心理学,专业选修,2.0,36,吴欢伟,经济与管理学院,人力资源管理,
33876,69807,20181005127,人力资源管理,专业必修,2.0,36,李燕萍,经济与管理学院,人力资源管理,
33877,69806,20181005128,职业生涯设计与管理,专业选修,2.0,36,叶晓倩,经济与管理学院,人力资源管理,
33878,69805,20181005129,绩效考核与薪酬管理实践,专业必修,1.0,0,余泽忠,经济与管理学院,人力资源管理,
33879,69804,20181005131,社会心理学实验,专业选修,1.0,9,吴欢伟,经济与管理学院,人力资源管理,
33880,69803,20181035030,印刷光电材料技术,专业选修,2.0,36,钱俊,印刷与包装系,包装工程,
33881,69802,20181035031,毕业实习,专业必修,2.0,0,尹恩强,印刷与包装系,包装工程,
33882,69801,20181035045,材料科学基础,专业选修,2.0,36,刘兴海,印刷与包装系,包装工程,
33883,69800,20181035046,复合材料与加工,专业选修,2.0,36,叶双莉,印刷与包装系,包装工程,
33884,69799,20181035032,金属材料与加工,专业选修,2.0,36,刘传胜,印刷与包装系,包装工程,
33885,69798,20181058020,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,刘新华,公共政治教学,建筑学（中英班）,
33886,69797,20181019124,建筑材料,专业选修,2.0,36,Penny Lewis,城市设计学院,建筑学（中英班）,
33887,69796,20181019134,外国建筑史,专业必修,3.0,54,Penny Lewis,城市设计学院,建筑学（中英班）,
33888,69795,20181019132,建筑设计(2),专业必修,3.0,54,毕光建,城市设计学院,建筑学（中英班）,(老哲学院113、111、110（西南）)
33889,69794,20181019139,造型艺术,专业选修,1.0,18,杨青,城市设计学院,建筑学（中英班）,城设陶艺室
33890,69793,20181019129,建筑设计（1）,专业必修,3.0,54,毕光建,城市设计学院,建筑学（中英班）,(老哲学院113、111、110（西南）)
33891,69792,20181019126,建筑设计原理,专业必修,2.0,36,毕光建,城市设计学院,建筑学（中英班）,
33892,69791,20181019137,建筑美术（3）,专业必修,3.0,54,王诚浩,城市设计学院,建筑学（中英班）,2区5－107
33893,69790,20181033005,西方心理学史,专业必修,3.0,54,师领,哲学学院,心理学,
33894,69789,20181033026,西方心理学原著选读,专业选修,2.0,36,师领,哲学学院,心理学,
33895,69788,20181033012,临床心理学,专业必修,3.0,54,姜兆萍,哲学学院,心理学,
33896,69787,20181021287,数字逻辑实验,专业必修,1.0,0,肖忠付,计算机学院,信息安全,3?11周周一晚上10-13，计算机学院A204，18:30上课
33897,69786,20181014134,地理学综合实习,专业必修,1.0,0,李全,资源与环境科学学院,地理信息科学（数字地图与空间信息工程）,课程组
33898,69785,20181014037,普通地图编制课程设计,专业必修,2.0,0,尚清芳,资源与环境科学学院,地理信息科学（数字地图与空间信息工程）,
33899,69784,20181022031,单片机原理及应用,专业选修,3.0,36,周立青,电子信息学院,光电信息科学与工程,课间实验7-10周周三6-13节
33900,69783,20181056092,计算方法,公共必修,2.0,36,张晓平,公共数学教学,水利类,
33901,69782,20181014145,遥感技术及其应用,专业必修,2.0,36,李全,资源与环境科学学院,地理科学,
33902,69781,20181014142,人文地理学,专业必修,2.0,36,钟赛香,资源与环境科学学院,地理科学,
33903,69780,20181014038,地图学,专业必修,2.0,36,马晨燕,资源与环境科学学院,地理科学,
33904,69779,20181014163,环境科学原理,专业必修,2.0,36,施晓文,资源与环境科学学院,地理科学,
33905,69778,20181014148,遥感技术及其应用课程设计,专业必修,1.0,0,李全,资源与环境科学学院,地理科学,
33906,69777,20181056190,概率论与数理统计B,公共必修,3.0,54,林兴君,公共数学教学,地理科学,
33907,69776,20181027008,生物药学研究进展,专业选修,2.0,36,陈实,药学院,生物制药,
33908,69775,20181027023,药物化学实验,专业必修,1.5,0,董春娥,药学院,生物制药,
33909,69774,20181027002,生物制药工艺学,专业选修,2.0,36,刘静,药学院,生物制药,
33910,69773,20181027006,生物技术制药,专业必修,3.0,54,刘永梅,药学院,生物制药,
33911,69772,20181027020,药物化学,专业必修,3.0,54,周海兵,药学院,生物制药,
33912,69771,20181027015,药理学,专业必修,3.0,54,丁虹,药学院,生物制药,
33913,69770,20181027017,药理学实验,专业必修,1.5,0,丁虹,药学院,生物制药,
33914,69769,20181010094,数值分析实习,专业必修,1.0,36,邹秀芬,数学与统计学院,数学与应用数学,
33915,69768,20181010011,概率论与数理统计,专业必修,4.0,72,张正良,数学与统计学院,数学与应用数学,
33916,69767,20181010038,数值分析,专业必修,3.0,54,邹秀芬,数学与统计学院,数学与应用数学,
33917,69766,20181010017,抽象代数,专业选修,4.0,72,陈一萍,数学与统计学院,数学与应用数学,
33918,69765,20181010072,数学分析(3),专业必修,6.0,126,张忠祥,数学与统计学院,数学与应用数学,
33919,69764,20181002101,英汉文学翻译,专业选修,2.0,36,陈秋劲,外国语言文学学院,翻译,
33920,69763,20181022117,信号处理实验I(软件),专业必修,1.0,0,黄根春,电子信息学院,电子信息工程,
33921,69762,20181022045,数字信号处理,专业必修,3.0,54,陈小莉,电子信息学院,电子信息工程,
33922,69761,20181022084,微波技术实验,专业选修,1.0,0,程丰,电子信息学院,电子信息工程,
33923,69760,20181022054,通信原理,专业必修,3.0,54,周建国,电子信息学院,电子信息工程,
33924,69759,20181022060,通信原理实验,专业必修,1.0,0,陈泽宗,电子信息学院,电子信息工程,
33925,69758,20181058087,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,李向勇,公共政治教学,微电子科学与工程,
33926,69757,20181011028,工程随机数学,专业选修,3.0,54,杨艳,物理科学与技术学院,微电子科学与工程,
33927,69756,20181011015,光学,专业必修,3.0,54,陈志权,物理科学与技术学院,微电子科学与工程,
33928,69755,20181011041,物理实验1,专业必修,2.0,0,江先阳,物理科学与技术学院,微电子科学与工程,
33929,69754,20181011004,数学物理方法,专业必修,4.0,90,江先阳,物理科学与技术学院,微电子科学与工程,
33930,69753,20181011027,模拟电子线路,专业必修,3.0,54,刘威,物理科学与技术学院,微电子科学与工程,
33931,69752,20181002105,高级英语（3）,专业必修,2.0,36,刘莉琴,外国语言文学学院,翻译,
33932,69751,20181002106,西方翻译理论,专业必修,2.0,36,马萧,外国语言文学学院,翻译,
33933,69750,20181013152,生物信息学,专业选修,2.0,36,马文涛,生命科学学院,生物技术,
33934,69749,20181058067,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,邹金堂,公共政治教学,口腔医学（5+3）,
33935,69748,20181025005,生物化学,专业必修,3.5,63,喻红,医学院,口腔医学（5+3）,
33936,69747,20181025038,医学免疫学,专业必修,2.5,36,张秋萍,医学院,口腔医学（5+3）,
33937,69746,20181025058,机能学实验（一）,专业必修,1.0,0,陈桃香,医学院,口腔医学（5+3）,
33938,69745,20181025033,生物化学实验,专业必修,1.0,0,杜芬,医学院,口腔医学（5+3）,
33939,69744,20181025011,生理学,专业必修,3.5,63,李长勇,医学院,口腔医学（5+3）,
33940,69743,20181023036,数据仓库与应用,专业选修,1.5,18,田杨戈,遥感信息工程学院,空间信息与数字技术,
33941,69742,20181023077,中级项目实践（暑期）,专业必修,1.5,0,涂建光,遥感信息工程学院,空间信息与数字技术,暑期
33942,69741,20181023002,网络及分布式计算,专业选修,3.0,39,李晓雷,遥感信息工程学院,空间信息与数字技术,
33943,69740,20181023042,空间分析与建模,专业选修,2.0,30,杨宗亮,遥感信息工程学院,空间信息与数字技术,
33944,69739,20181057106,大学物理实验B,公共必修,1.5,0,邹勇,公共物理教学,电气工程及其自动化,上课地点：2区8教学楼东边2、3楼物理实验室
33945,69738,20181017042,电路(下),专业必修,3.5,63,熊元新,电气与自动化学院,电气工程及其自动化,卓工
33946,69737,20181056017,数值计算方法,公共选修,2.0,36,周进,公共数学教学,电气工程及其自动化,
33947,69736,20181045003,信息隐藏技术,专业选修,3.0,36,王丽娜,国家网络安全学院,信息安全（网络空间安全）,网安院A3-2实验室
33948,69735,20181045024,大数据处理技术,专业选修,3.0,54,叶登攀,国家网络安全学院,信息安全（网络空间安全）,
33949,69734,20181045022,软件逆向分析,专业选修,2.0,36,赵磊,国家网络安全学院,信息安全（网络空间安全）,
33950,69733,20181045026,编译原理,专业选修,3.0,54,王汉飞,计算机学院,信息安全（网络空间安全）,
33951,69732,20181004100,毕业实习,专业必修,4.0,0,袁小群,信息管理学院,数字出版,
33952,69731,20181002122,高级英语,专业必修,4.0,72,张国庆,外国语言文学学院,英语,
33953,69730,20181002109,文学概论,专业必修,2.0,36,张东燕,外国语言文学学院,英语,
33954,69729,20181002125,翻译理论与实践,专业必修,2.0,36,龙江,外国语言文学学院,英语,
33955,69728,20181002114,英语诗歌选,专业必修,2.0,36,赵南楠,外国语言文学学院,英语,
33956,69727,20181002127,苏格兰概况,专业选修,2.0,32,张国庆,外国语言文学学院,英语,
33957,69726,20181002118,英语报刊阅读,专业必修,2.0,36,何佳韦,外国语言文学学院,英语,
33958,69725,20181058094,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,陈慧女,公共政治教学,编辑出版学,
33959,69724,20181031123,大学语文,公共必修,2.0,36,胡春润,文学院,编辑出版学,
33960,69723,20181004031,编辑学原理,专业必修,3.0,54,姚永春,信息管理学院,编辑出版学,14-17周杨丹丹讲授
33961,69722,20181004037,出版企业管理,专业必修,3.0,42,朱静雯,信息管理学院,编辑出版学,
33962,69721,20181004036,出版法律与政策,专业必修,3.0,42,黄先蓉,信息管理学院,编辑出版学,
33963,69720,20181004034,出版经济学,专业必修,3.0,42,张美娟,信息管理学院,编辑出版学,
33964,69719,20181004033,出版学基础,专业必修,3.0,54,许洁,信息管理学院,编辑出版学,
33965,69718,20181004032,中国出版史,专业必修,3.0,54,吴永贵,信息管理学院,编辑出版学,
33966,69717,20181004035,出版营销学,专业必修,3.0,42,方卿,信息管理学院,编辑出版学,第11、13周课外设计、调查
33967,69716,20181057112,大学物理实验B,公共必修,1.5,0,黄慧明,公共物理教学,机械设计制造及其自动化,上课地点：2区8教学楼东边2、3楼物理实验室
33968,69715,20181057013,大学物理B（下）,公共必修,3.0,54,杨柏峰,公共物理教学,机械设计制造及其自动化,
33969,69714,20181017053,电工电子技术（A）,专业必修,4.5,81,张志毅,电气与自动化学院,机械设计制造及其自动化,
33970,69713,20181003075,实践中的马克思主义新闻观,专业选修,2.0,36,单波,新闻与传播学院,新闻学,A包选修、B包选修，讲座，院报告厅，王敏
33971,69712,20181003080,摄影技术基础实验,专业必修,1.0,0,傅平,新闻与传播学院,新闻学,院实验室
33972,69711,20181003058,中西新闻比较,专业选修,2.0,18,单波,新闻与传播学院,新闻学,A包选修、B包选修
33973,69710,20181003048,新闻作品评析,专业选修,2.0,28,夏琼,新闻与传播学院,新闻学,A包选修、B包选修
33974,69709,20181003044,媒介经营与管理,专业必修,2.0,30,刘友芝,新闻与传播学院,新闻学,
33975,69708,20181003040,新闻报道专题,专业选修,3.0,46,司景新,新闻与传播学院,新闻学,A包选修、B包选修
33976,69707,20181002052,日语阅读（1）,专业选修,2.0,36,韩永,外国语言文学学院,日语,
33977,69706,20181022039,机器人综合设计,专业选修,1.0,0,刘刚,电子信息学院,测控技术与仪器,
33978,69705,20181022042,数字图像处理,专业必修,3.0,44,梅天灿,电子信息学院,测控技术与仪器,
33979,69704,20181022071,自动控制原理,专业必修,3.0,48,王泉德,电子信息学院,测控技术与仪器,
33980,69703,20181022037,光学系统设计,专业选修,1.0,12,何平安,电子信息学院,测控技术与仪器,实验另排
33981,69702,20181022020,精密机械课程设计,专业选修,1.0,0,戴书华,电子信息学院,测控技术与仪器,教学实验中心四楼
33982,69701,20181022032,工程光学,专业选修,3.0,54,张谊萍,电子信息学院,测控技术与仪器,
33983,69700,20181014149,遥感技术及其应用课程设计,专业必修,1.0,0,李慧芳,资源与环境科学学院,地理信息科学,马盈盈
33984,69699,20181011099,数字逻辑电路实验,专业必修,1.5,0,朱俊,物理科学与技术学院,微电子科学与工程,
33985,69698,20181011094,Matlab电子技术应用,专业选修,2.0,36,常胜,物理科学与技术学院,微电子科学与工程,
33986,69697,20181011089,半导体器件物理,专业必修,3.0,54,方国家,物理科学与技术学院,微电子科学与工程,
33987,69696,20181011085,半导体物理,专业必修,3.0,54,黄启俊,物理科学与技术学院,微电子科学与工程,
33988,69695,20181011102,近代物理实验,专业选修,1.0,0,刘海林,物理科学与技术学院,微电子科学与工程,上课地点：物理学院老楼三楼近代物理实验室
33989,69694,20181011093,数字信号处理,专业选修,3.0,54,张东,物理科学与技术学院,微电子科学与工程,
33990,69693,20181057143,大学物理实验B,公共选修,1.5,0,邹勇,公共物理教学,临床医学（八）,上课地点：2区8教学楼东边2、3楼物理实验室
33991,69692,20181024064,室内定位技术,专业选修,2.5,36,黄劲松,测绘学院,导航工程,
33992,69691,20181024065,GNSS时频测量及应用,专业选修,2.0,30,聂桂根,测绘学院,导航工程,
33993,69690,20181024063,天文及深空导航,专业选修,2.0,36,魏二虎,测绘学院,导航工程,
33994,69689,20181024015,自动控制原理,专业必修,2.5,45,胡文山,动力与机械学院,导航工程,郭爱文
33995,69688,20181031002,中国古代文学史（3）,专业必修,3.0,54,谭新红,文学院,汉语言文学,
33996,69687,20181031017,现代语言学名著研读,专业选修,2.0,36,郭婷婷,文学院,汉语言文学,不排周一、周四、周五下午
33997,69686,20181031035,中国现代文学名家专题,专业选修,2.0,36,荣光启,文学院,汉语言文学,
33998,69685,20181031085,应用语言学,专业选修,2.0,36,王宇波,文学院,汉语国际教育,
33999,69684,20181057111,大学物理实验B,公共必修,1.5,0,邹勇,公共物理教学,机械设计制造及其自动化,上课地点：2区8教学楼东边2、3楼物理实验室
34000,69683,20181020098,理论力学B,专业必修,3.0,50,蒋寅军,土木建筑工程学院,机械设计制造及其自动化,
34001,69682,20181017052,电工电子技术（A）,专业必修,4.5,81,崔雪,电气与自动化学院,机械设计制造及其自动化,
34002,69681,20181103005,工程训练D,专业必修,2.0,0,王爱华,训创中心,机械设计制造及其自动化,上课地点：训创中心报告厅
34003,69680,20181019073,施工图设计,专业必修,3.0,54,郝建,城市设计学院,环境设计,4-10周在城设专教（老哲学院104、106、108）（西南）
34004,69679,20181019076,环境雕塑造型,专业选修,2.0,36,郝建,城市设计学院,环境设计,城设陶艺室
34005,69678,20181019077,环境设计施工实习,专业必修,2.0,0,陆虹,城市设计学院,环境设计,2周
34006,69677,20181019074,陈设设计,专业必修,3.0,36,高薇,城市设计学院,环境设计,
34007,69676,20181019075,文化创意产品设计,专业选修,2.0,36,管家庆,城市设计学院,环境设计,
34008,69675,20181019070,展示设计,专业必修,3.0,54,黄敏,城市设计学院,环境设计,
34009,69674,20181019071,视觉传达设计,专业选修,2.0,54,王欣,城市设计学院,环境设计,
34010,69673,20181019072,室内设计1,专业必修,3.0,54,陆虹,城市设计学院,环境设计,
34011,69672,20181018013,自动控制原理,专业必修,2.5,45,孟红霞,动力与机械学院,机械设计制造及其自动化,吴镇
34012,69671,20181018142,自动控制原理实验,专业必修,0.5,0,吴镇,动力与机械学院,机械设计制造及其自动化,
34013,69670,20181018107,工程设计软件应用,专业必修,1.0,18,马彦昭,动力与机械学院,机械设计制造及其自动化,刘俊
34014,69669,20181002108,文学概论,专业必修,2.0,36,张东燕,外国语言文学学院,英语,
34015,69668,20181002110,英语词汇学,专业必修,2.0,36,刘庆荣,外国语言文学学院,英语,
34016,69667,20181002116,圣经与西方艺术,专业选修,2.0,36,熊杰平,外国语言文学学院,英语,
34017,69666,20181057002,大学物理A（下）,公共必修,4.0,72,程莉,公共物理教学,化学类,
34018,69665,20181012088,有机化学实验01,专业必修,2.0,0,龚淑玲,化学与分子科学学院,化学类,
34019,69664,20181012046,有机化学01,专业必修,3.0,54,董秀琴,化学与分子科学学院,化学类,
34020,69663,20181005124,物流管理,专业选修,2.0,36,文风,经济与管理学院,工商管理,
34021,69662,20181005121,企业战略管理,专业必修,3.0,54,吴先明,经济与管理学院,工商管理,
34022,69661,20181005123,创新管理,专业选修,2.0,36,江诗松,经济与管理学院,工商管理,
34023,69660,20181005241,财务管理,专业必修,3.0,54,廖珂,经济与管理学院,人力资源管理,
34024,69659,20181005159,货币金融学,专业必修,3.0,54,刁莉,经济与管理学院,人力资源管理,
34025,69658,20181056071,概率论与数理统计C,公共选修,3.0,54,程学光,公共数学教学,国际经济与贸易,
34026,69657,20181059017,物理化学实验B,公共必修,1.0,0,邓立志,公共化学教学,药学类,
34027,69656,20181059013,物理化学D,公共必修,2.0,36,张海波,公共化学教学,药学类,
34028,69655,20181027009,微生物药物学,专业选修,2.0,36,陈文青,药学院,药学类,
34029,69654,20181027004,微生物学,专业必修,2.0,36,辜美佳,药学院,药学类,
34030,69653,20181027001,生物信息学,专业选修,2.0,36,李俊,药学院,药学类,
34031,69652,20181027010,生物化学（下）,专业必修,2.0,36,刘天罡,药学院,药学类,
34032,69651,20181025008,微生物学实验,专业必修,1.0,0,朱帆,医学院,药学类,
34033,69650,20181017016,电气工程基础（上）,专业必修,3.0,54,乔卉,电气与自动化学院,电气工程及其自动化,王静
34034,69649,20181017070,电机学（下）,专业必修,3.0,54,刘启胜,电气与自动化学院,电气工程及其自动化,宫金武 方支剑
34035,69648,20181058019,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,刘新华,公共政治教学,环境设计,
34036,69647,20181019117,装饰艺术,专业选修,2.0,36,张俊,城市设计学院,环境设计,
34037,69646,20181019118,三维软件基础,专业选修,2.0,20,路由,城市设计学院,环境设计,城设1号机房
34038,69645,20181019120,世界设计史,专业选修,2.0,36,吴恩沁,城市设计学院,环境设计,
34039,69644,20181019121,设计心理学,公共选修,2.0,36,楚东晓,城市设计学院,环境设计,
34040,69643,20181019122,色彩（1）,公共选修,1.5,54,周秀梅,城市设计学院,环境设计,2区5－003
34041,69642,20181019119,中国传统造型艺术,专业选修,2.0,28,温庆武,城市设计学院,环境设计,
34042,69641,20181058098,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,李华,公共政治教学,档案学,
34043,69640,20181004025,档案法规学,专业选修,2.0,27,王玉珏,信息管理学院,档案学,
34044,69639,20181004029,中外档案事业,专业必修,3.0,54,程齐凯,信息管理学院,档案学,
34045,69638,20181004027,文书与秘书学,专业必修,3.0,42,周耀林,信息管理学院,档案学,第11周安排学生去省档案馆实习。
34046,69637,20181004026,档案学基础,专业必修,3.0,48,王玉珏,信息管理学院,档案学,
34047,69636,20181057050,大学物理实验A（一）,公共必修,1.5,0,孟宪权,公共物理教学,化学类,上课地点：1区物理学院老楼
34048,69635,20181012090,有机化学实验01,专业必修,2.0,0,李峰,化学与分子科学学院,化学类,
34049,69634,20181012097,物理化学实验01,专业必修,2.0,0,张海波,化学与分子科学学院,化学类,
34050,69633,20181012003,物理化学01,专业必修,3.0,54,蒋风雷,化学与分子科学学院,化学类,
34051,69632,20181031041,宋元诗歌专题,专业选修,2.0,36,谭新红,文学院,人文科学,
34052,69631,20181031025,六朝隋唐诗歌专题,专业选修,2.0,36,程磊,文学院,人文科学,
34053,69630,20181003078,实践中的马克思主义新闻观,专业选修,2.0,36,单波,新闻与传播学院,广播电视学,A包选修、B包选修，讲座，院报告厅，王敏
34054,69629,20181058033,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,刘新华,公共政治教学,机械设计制造及其自动化,
34055,69628,20181057012,大学物理B（下）,公共必修,3.0,54,王晓峰,公共物理教学,机械设计制造及其自动化,
34056,69627,20181103004,工程训练D,专业必修,2.0,0,宋凤莲,训创中心,机械设计制造及其自动化,上课地点;训创中心报告厅
34057,69626,20181019110,色彩（1）,专业必修,1.5,72,杨小煜,城市设计学院,城乡规划,2区5－105
34058,69625,20181006034,保险法,专业选修,2.0,36,武亦文,法学院,法学,
34059,69624,20181006037,国际环境法,专业选修,2.0,36,秦天宝,法学院,法学,"张志伟
张志伟"
34060,69623,20181057046,大学物理B（下）,公共必修,3.0,54,王平,公共物理教学,测绘工程（卓越工程师班）,
34061,69622,20181012110,仪器分析实验,专业必修,2.0,0,何蔓,化学与分子科学学院,化学类,
34062,69621,20181012062,分析化学02,专业必修,3.0,54,胡斌,化学与分子科学学院,化学类,
34063,69620,20181010089,离散数学,专业选修,3.0,54,黄正华,数学与统计学院,信息与计算科学,
34064,69619,20181011062,物理学中逆问题,专业选修,1.0,18,袁声军,物理科学与技术学院,物理学,
34065,69618,20181011051,热力学与统计物理学,专业必修,4.0,72,周详,物理科学与技术学院,物理学,
34066,69617,20181058081,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,李向勇,公共政治教学,德语,
34067,69616,20181002036,德语口语（1）,专业必修,1.0,36,德语外教,外国语言文学学院,德语,
34068,69615,20181002037,德语视听（1）,专业必修,1.0,36,李雪,外国语言文学学院,德语,
34069,69614,20181002038,德语阅读（2）,专业必修,1.0,36,李雪,外国语言文学学院,德语,
34070,69613,20181002039,综合德语（3）,专业必修,8.0,180,鲁晓雁,外国语言文学学院,德语,
34071,69612,20181032017,外国戏剧史（2）,专业必修,3.0,54,邓黛,艺术学院,戏剧影视文学,
34072,69611,20181017095,电能质量分析,专业选修,1.5,27,陈红坤,电气与自动化学院,电气工程及其自动化,曹玉胜
34073,69610,20181021160,C++程序设计,专业选修,3.0,36,常军,计算机学院,计算机科学与技术(卓越工程师),
34074,69609,20181010054,数据结构与算法,专业选修,3.0,54,张晓平,数学与统计学院,信息与计算科学,
34075,69608,20181010078,数值分析（2）,专业必修,3.0,54,吕锡亮,数学与统计学院,信息与计算科学,
34076,69607,20181010021,实变函数,专业必修,4.0,72,马涛,数学与统计学院,信息与计算科学,
34077,69606,20181010015,数学物理方程,专业必修,4.0,72,刘晓春,数学与统计学院,信息与计算科学,
34078,69605,20181010081,计算几何 （允许缓考）,专业选修,3.0,54,李订芳,数学与统计学院,信息与计算科学,
34079,69604,20181006027,商法概论,专业必修,3.0,54,李新天,法学院,法学,
34080,69603,20181017153,高电压综合试验与实践（2）,专业选修,0.5,0,李涵,电气与自动化学院,电气工程及其自动化（卓越工程师）,
34081,69602,20181017022,电气工程进展,专业必修,1.0,18,林涛,电气与自动化学院,电气工程及其自动化（卓越工程师）,崔雪
34082,69601,20181013090,进化生物学,专业选修,3.0,48,赵华斌,生命科学学院,生科弘毅国际班,
34083,69600,20181013156,免疫学,专业选修,3.0,0,钟波,生命科学学院,,
34084,69599,20181003047,多媒体新闻报道,专业必修,2.0,36,陈刚,新闻与传播学院,新闻学,王继周
34085,69598,20181021030,计算机接口与通信,专业选修,3.0,54,傅佑铭,计算机学院,软件工程（卓越工程师班）,
34086,69597,20181003020,网络传播概论,专业必修,2.0,30,肖?,新闻与传播学院,传播学,
34087,69596,20181003018,新闻采访与写作,专业必修,3.0,48,陈刚,新闻与传播学院,传播学,王继周
34088,69595,20181003016,媒介调查与分析方法,专业必修,3.0,36,徐开彬,新闻与传播学院,传播学,张春雨
34089,69594,20181003012,多媒体新闻报道,专业选修,2.0,36,谢湖伟,新闻与传播学院,传播学,A包选修、B包选修
34090,69593,20181003035,互联网管理与规制,专业选修,2.0,30,林婕,新闻与传播学院,传播学,A包选修、B包选修
34091,69592,20181003034,信息素养,专业必修,2.0,36,杨?,新闻与传播学院,传播学,
34092,69591,20181003021,网络新闻作品评析,专业必修,2.0,27,谢湖伟,新闻与传播学院,传播学,肖?、王敏
34093,69590,20181003008,网络数据库,专业选修,2.0,24,何明贵,新闻与传播学院,传播学,B包选修
34094,69589,20181018123,多尺度建模与仿真（全英文）,专业必修,2.0,36,赵福云,动力与机械学院,能源与动力工程（卓越工程师）,黄志锋、程婷
34095,69588,20181018135,认识实习,专业必修,1.0,0,喻红梅,动力与机械学院,能源与动力工程（卓越工程师）,1-2周1-10节 田冲
34096,69587,20181018030,计算机辅助设计,专业必修,2.0,36,袁泽虎,动力与机械学院,能源与动力工程（卓越工程师）,
34097,69586,20181018035,工程热力学,专业必修,3.5,61,王建梅,动力与机械学院,能源与动力工程（卓越工程师）,余艳芝
